id,	champion,	name,	description,	effect,	cost,	range
3,	120,	'Devastating Charge',	'Hecarim gains increasing movement speed for a short duration. His next attack knocks the target back and deals additional physical damage based on the distance he has traveled since activating the ability. ',	'Hecarim gains increasing movement speed for 4 seconds. His next attack knocks the target back dealing 40/75/110/145/180 (+0.5) to 80/150/220/290/360 (+1.0) physical damage based on how far Hecarim has traveled during Devastating Charge.',	'60 Mana',	0
4,	120,	'Onslaught of Shadows',	'Hecarim summons spectral riders and charges forward, dealing magic damage in a line. Hecarim creates a shockwave when he finishes his charge dealing additional magic damage to nearby enemies causing them to flee in terror.',	'Hecarim summons spectral riders and charges forward, dealing 100/200/300 (+0.4) magic damage to anyone they strike. Hecarim releases a shockwave when he finishes his charge dealing an additional 50/125/200 (+0.8) magic damage and causing nearby enemies to flee from Hecarim for 1 seconds.Hecarim himself will only move to the targeted location. The riders will always move the full distance.',	'100 Mana',	1000
5,	120,	'Warpath',	'Hecarim can move through units and gains attack damage equal to a percentage of his bonus movement speed.',	'',	'',	0
1,	74,	'H-28G Evolution Turret',	'Heimerdinger lays down a machine gun turret.  Turrets gain abilities as this skill is increased.  (Turrets deal half damage to towers).',	'Heimerdinger constructs a Machine Gun Turret with 275.0/290.0/305.0/320.0/335.0 health and 30/38/46/54/62 (+0.2) magic damage (half damage to turrets). Max: 1/1/2/2/2 turret(s).  Heimerdinger stores enough parts for a new turret every 25.0 seconds.Each rank of this skill grants a further enhancement:Rank 2: Turret attacks reduce the target's armor and magic resist by 1 (max 50)Rank 3: Maximum turrets increased to 2Rank 4: Turrets gain an additional 125 HealthRank 5: Turret attacks deal area damage',	'70/80/90/100/110 Mana',	250
2,	74,	'Hextech Micro-Rockets',	'Heimerdinger fires long-range rockets that hit the enemies closest to Heimerdinger.',	'Heimerdinger fires 3 enemy seeking Micro-Rocket(s), hitting targets nearest to him. Each rocket deals 85/135/185/235/285 (+0.55) magic damage.',	'65/85/105/125/145 Mana',	1000
3,	74,	'CH-1 Concussion Grenade',	'Heimerdinger lobs a grenade at a location, dealing damage to enemy units as well as stunning anyone directly hit and blinding surrounding units.',	'Heimerdinger tosses a grenade, dealing 80/135/190/245/300 (+0.6) magic damage to enemy units and blinding them for 1/1.5/2/2.5/3 seconds.  Enemies who are directly hit are stunned for 1.5 seconds.',	'80/90/100/110/120 Mana',	925
4,	74,	'UPGRADE!!!',	'Passive / Active: Passively increases Cooldown Reduction.  Activate to heal all active Evolution Turrets and cause them to fire frost shots, which reduce Movement Speed, for a short time.',	'Passive: 10/15/20% Cooldown Reduction.Active: All active Evolution Turrets are healed for 100% of their maximum health and also fire 20/25/30% movement-slowing frost shots.  Additionally, your Hextech Micro-Rockets fire 5 rockets instead of 3 and your CH-1 Concussion Grenade travels faster.',	'90 Mana',	280
5,	74,	'Techmaturgical Repair Bots',	'Heimerdinger gives nearby allied Turrets and Champions increased Health Regeneration. ',	'',	'',	0
1,	39,	'Bladesurge',	'Irelia dashes forward to strike her target. If it kills the target, Bladesurge's cooldown refreshes and refunds 35 Mana.',	'Irelia dashes forward to strike her target, dealing 20/50/80/110/140 (+1) physical damage.If it kills the target, Bladesurge's cooldown refreshes and refunds 35 Mana.',	'60/65/70/75/80 Mana',	650
2,	39,	'Hiten Style',	'Irelia is skilled in the art of Hiten, passively giving her physical attacks health restoration.  Activating Hiten Style gives her basic attacks true damage for a short period.',	'Passive: Basic attacks restore 5/7/9/11/13 health.Active: Irelia's basic attacks deal 15/30/45/60/75 true damage and doubles health restored for 6 seconds.',	'40 Mana',	0
3,	39,	'Equilibrium Strike',	'Irelia's attack balances the scales, dealing damage and slowing the target.  However, if the target has a higher Health % than Irelia, then the blow stuns the target instead.',	'Irelia pierces her target, dealing 80/130/180/230/280 (+0.5) magic damage and slowing the target by 60% for 1/1.25/1.5/1.75/2 second(s).If the target has a higher Health % than Irelia, she stuns the target for the duration instead.',	'50/55/60/65/70 Mana',	325
4,	39,	'Transcendent Blades',	'Irelia summons 4 spirit blades that she can fling to deal physical damage and siphon life from enemies they pass through.',	'Irelia summons 4 spirit blades that she can fling to deal 80/120/160 (+0.6) (+0.5) physical damage to enemies they pass through. She heals for 25% of the damage dealt against champions and 10% against minions.',	'100 Mana',	1000
5,	39,	'Ionian Fervor',	'Reduces the duration of stuns, slows, taunts, fears, snares, and roots for each nearby enemy champion.1 Champion: 10%2 Champions: 25%3 Champions: 40%',	'',	'',	0
1,	40,	'Howling Gale',	'By creating a localized change in pressure and temperature, Janna is able to create a small storm that grows in size with time. She can active the spell again to release the storm. On release this storm will fly towards the direction it was cast in, dealing damage and knocking away any enemies in its path.',	'Summons a whirlwind, which deals 60/85/110/135/160 (+0.75) magic damage to all enemies in its path and knocks them into the air. The whirlwind travels further, deals 25/30/40/50/60 bonus damage, and knocks enemies higher, for each second it charges.Activate again to release the whirlwind early.',	'90/105/120/135/150 Mana',	1700
2,	40,	'Zephyr',	'Janna summons an air elemental that passively increases her Movement Speed and enables her to pass through units. She may also activate this ability to deal damage and slow an enemy's Movement Speed. The passive is lost while this ability is on cooldown.',	'Passive: Increases Movement Speed by 4/7/10/13/16% and allows movement through units.Active: Deals 60/115/170/225/280 (+0.6) magic damage to an enemy and slows their Movement Speed by 24/30/36/42/48% for 3 seconds. Passive benefit is lost while Zephyr is on cooldown.',	'40/50/60/70/80 Mana',	600
3,	40,	'Eye Of The Storm',	'Janna conjures a defensive gale that shields an ally champion or turret from incoming damage and increases their Attack Damage.',	'Shields an allied Champion or turret for 5 seconds. The shield absorbs up to 80/120/160/200/240 (+0.9) damage and grants 14/23/32/41/50 Attack Damage until it breaks.',	'70/80/90/100/110 Mana',	800
4,	40,	'Monsoon',	'Janna surrounds herself in a magical storm, throwing enemies back. After the storm has settled, soothing winds heal nearby allies while the ability is active.',	'Summons forth the might of the wind to knock surrounding enemies back and restores 70/110/150 (+0.35) Health to nearby allies each second for 4 seconds.',	'100/150/200 Mana',	725
5,	40,	'Tailwind',	'Increases the Movement Speed of all allied champions by 3%.',	'',	'',	0
1,	59,	'Dragon Strike',	'Jarvan IV extends his lance, dealing physical damage and lowering the Armor of all enemies in its path. Additionally, this will pull Jarvan to his Demacian Standard, knocking up enemies in his path.',	'Extends Jarvan IV's lance dealing 70/115/160/205/250 (+1.1) physical damage and lowering the Armor of all enemies hit by 10/14/18/22/26% for 3 seconds.If the lance contacts Demacian Standard it will pull Jarvan IV to its location, knocking up enemies in his path.',	'45/50/55/60/65 Mana',	770
2,	59,	'Golden Aegis',	'Jarvan IV calls upon the ancient kings of Demacia to shield him from harm and slow surrounding enemies.',	'Temporarily gains a shield that absorbs up to 50/90/130/170/210 (+20/30/40/50/60 damage for each nearby enemy champion) damage for 5 seconds, and slows surrounding enemies by 15/20/25/30/35% for 2 seconds.',	'45/50/55/60/65 Mana',	600
3,	59,	'Demacian Standard',	'Jarvan IV carries the pride of Demacia, passively granting him bonus attack speed and armor. Activating Demacian Standard allows Jarvan IV to place a Demacian flag that deals magic damage on impact and grants Attack Speed to nearby allied champions.',	'Passive: Gains 10/13/16/19/22% Attack Speed and 10/13/16/19/22 Armor.Active: Throws a Demacian Standard to a nearby area dealing 60/105/150/195/240 (+0.8) magic damage to enemies. The Standard lasts for 8 seconds and grants surrounding allied champions 10/13/16/19/22% Attack Speed.',	'55 Mana',	800
4,	59,	'Cataclysm',	'Jarvan IV heroically leaps into battle at a target with such force that he terraforms the surrounding area to create an arena around them.',	'Heroically leaps to an enemy Champion dealing 200/325/450 (+1.5) physical damage and creating an arena of impassable terrain around them for 3.5 seconds.Activate again to collapse the terrain.',	'100/125/150 Mana',	650
5,	59,	'Martial Cadence',	'Jarvan IV's initial basic attack on a target deals bonus physical damage. This effect cannot occur again on the same target for a short duration.',	'',	'',	0
1,	24,	'Leap Strike',	'Jax leaps toward a unit. If they are an enemy, he strikes them with his weapon.',	'Jax leaps to a target unit, dealing 70/110/150/190/230 (+1.0) (+0.6) physical damage if it is an enemy.',	'65 Mana',	700
2,	24,	'Empower',	'Jax's charges his weapon with energy, causing his next attack to deal additional damage.',	'Jax charges his weapon with energy, causing his next basic attack or Leap Strike to deal an additional 40/75/110/145/180 (+0.6) magic damage.',	'30 Mana',	0
3,	24,	'Counter Strike',	'Jax's combat prowess allows him to dodge all incoming attacks for a short duration and then quickly counterattack stunning all surrounding enemies.',	'Jax enters a defensive stance for up to 2 seconds, dodging all incoming basic attacks and taking 25% less damage from area effect abilities.After 2 seconds or if activated again, Jax stuns surrounding enemies for 1 second and deals 50/75/100/125/150 (+0.5) physical damage to them.Counter Strike deals 20% more damage for each attack Jax dodged (max: 100% increased damage).',	'70/75/80/85/90 Mana',	0
4,	24,	'Grandmaster's Might',	'Every third consecutive attack deals additional magic damage. Additionally, Jax can activate this ability to strengthen his resolve, increasing his Armor and Magic Resist for a short duration.',	'Passive: Every third consecutive strike Jax deals 100/160/220 (+0.7) additional magic damage.Active: Jax strengthens his resolve, granting him 0.3 Armor and 0.2 Magic Resist for 8 seconds.Armor bonus is equal to 25/35/45 + 30% bonus Attack Damage.Magic Resist bonus is equal to 25/35/45 + 20% Ability Power.',	'100 Mana',	0
5,	24,	'Relentless Assault',	'Jax's consecutive basic attacks continuously increase his Attack Speed.',	'',	'',	0
1,	126,	'To the Skies! / Shock Blast',	'Hammer Stance: Leaps to an enemy dealing physical damage and slowing enemies.Cannon Stance: Fires an orb of electricity that detonates upon hitting an enemy (or reaching the end of its path) dealing physical damage to all enemies in the area of the explosion.',	'Leaps to an enemy dealing 20/65/110/155/200 (+1) physical damage to enemies and slowing them by 30/35/40/45/50% for 2 seconds.',	'40/45/50/55/60 Mana',	600
2,	126,	'Shock Blast',	'Fires an orb of electricity that detonates upon hitting an enemy (or reaching the end of its path) dealing physical damage to all enemies in the area of the explosion.',	'Fires an orb of electricity that detonates upon hitting an enemy or reaching the end of its path dealing 60/115/170/225/280 (+1.2) physical damage to all enemies in the area of the explosion.',	'55/60/65/70/75 Mana',	1050
3,	126,	'Lightning Field / Hyper Charge',	'Hammer Stance: Passive: Restores mana per strike. Active: Creates a field of lightning damaging nearby enemies for several seconds.Cannon Stance: Gains a burst of energy, increasing attack speed to maximum for several attacks.',	'Passive: Gains 6/8/10/12/14 mana per strike while in Hammer Stance.Active: Creates an electric aura dealing 100/170/240/310/380 (+1) magic damage over 4 seconds to nearby enemies.',	'40 Mana',	285
4,	126,	'Hyper Charge',	'Gains a burst of energy increasing attack speed to maximum for several attacks.',	'Gains a burst of energy increasing attack speed to maximum for 3 attacks. These attacks deal 70/85/100/115/130% (0.0) damage.',	'40 Mana Cost',	50000
5,	126,	'Thundering Blow / Acceleration Gate',	'Hammer Stance: Deals magic damage to an enemy and knocks them back a short distance.Cannon Stance: Deploys an Acceleration Gate increasing the movement speed of all allies who pass through it. If Shock Blast is fired through the gate the missile speed, range, and damage will increase.',	'Deals 8/11/14/17/20% of the enemy's maximum health (+1) as magic damage and knocks them back a short distance. (200/300/400/500/600 Maximum Damage against monsters)',	'40/50/60/70/80 Mana',	240
6,	126,	'Acceleration Gate',	'Deploys an Acceleration Gate increasing the movement speed of all allies who pass through it.If Shock Blast is fired through the gate the missile speed, range, and damage will increase.',	'Deploys an Acceleration Gate for 4 seconds increasing the movement speed of all allies who pass through it by 30/35/40/45/50% for 3 seconds (this bonus fades over the duration).If Shock Blast is fired through the gate the missile speed and range will be increased, and its damage will increase by 40%.',	'50 Mana',	650
7,	126,	'Mercury Cannon / Mercury Hammer',	'Hammer Stance: Transforms the Mercury Hammer into the Mercury Cannon gaining new abilities and increased range. The first attack in this form reduces the target's Armor and Magic Resist.Cannon Stance: Transforms the Mercury Cannon into the Mercury Hammer gaining new abilities and increasing Armor and Magic Resist. The first attack in this form deals additional magic damage.',	'Active: Transforms the Mercury Hammer into the Mercury Cannon gaining new abilities and ranged attacks.The next attack in Cannon stance reduces the enemy's Armor and Magic Resist by 10/15/20/25% for 5 seconds.',	'No Cost',	0
8,	126,	'Mercury Hammer',	'Transforms the Mercury Cannon into the Mercury Hammer gaining new abilities and increasing Armor and Magic Resist. The first attack in this form deals additional magic damage.',	'Transforms the Mercury Cannon into the Mercury Hammer gaining new abilities and 5/15/25/35 Armor and Magic Resist. The next attack in Hammer stance deals an additional 20/60/100/140 magic damage.',	'No Cost',	0
9,	126,	'Hextech Capacitor',	'Gains 40 Movement Speed for 1.25 seconds and can move through units each time Transform is cast.',	'',	'',	0
1,	43,	'Inner Flame',	'Karma sends forth a ball of spirit energy that explodes and deals damage upon hitting an enemy unit.Mantra Bonus: In addition to the explosion, Mantra increases the destructive power of her Inner Flame, creating a cataclysm which deals damage after a short delay.',	'Fires a blast of energy that explodes upon enemy contact, dealing 60/110/160/210/260 (+0.6) magic damage to enemies in the area and slowing their Movement Speed by 25% for 1.5 seconds. Mantra Bonus - Soulflare: Deals 0.0 (+0.3) additional magic damage and leaves a circle of flame at the impact area or upon reaching maximum range, slowing enemies for 50%. After 1.5 seconds the circle erupts, dealing 0.0 (+0.6) magic damage to enemies in the area.',	'50/60/70/80/90 Mana',	950
2,	43,	'Focused Resolve',	'Karma creates a tether between herself and a targeted enemy, dealing damage over time and revealing them. If the tether is not broken, the enemy will be rooted.Mantra Bonus: Karma strengthens the link, dealing bonus damage and healing.',	'Links Karma to target enemy champion, revealing them, and dealing 60/110/160/210/260 (+0.6) magic damage over 2 seconds, rooting them in place for 1/1.25/1.5/1.75/2 seconds if the link is not broken.Mantra Bonus - Renewal: Focused Resolve deals 0.0 (+0.6) bonus magic damage and heals Karma over the duration for 25% (+0.01%) of her missing Health.',	'70/75/80/85/90 Mana',	675
3,	43,	'Inspire',	'Karma summons a protective shield that absorbs incoming damage and increases the movement speed of the protected ally.Mantra Bonus: In addition to casting the shield, energy radiates out from the shield, dealing damage to enemies and applying Inspire to allied champions.',	'Target ally gains a shield, granting 20/30/40/50/60% Movement Speed for 1.5 seconds and absorbing 80/120/160/200/240 (+0.5) damage for 4 seconds.Mantra Bonus - Defiance: The shield overflows with energy, dealing 0.0 (+0.6) magic damage to enemy units around her target. Allied champions around her target gain half that amount as a shield, and are also hasted by 60%.',	'60/70/80/90/100 Mana',	800
4,	43,	'Mantra',	'Karma empowers her next ability to do an additional effect. Mantra is available at level 1 and does not require a skill point.',	'Karma empowers her next ability within 8 seconds for an additional effect. Soulflare: Deals bonus magic damage and leaves behind a circle of flame, heavily slowing enemies and dealing damage after a brief delay. Renewal: The link deals bonus magic damage to her target, healing Karma for 25% of her missing Health while the two are linked. Defiance: Allied champions around Karma's target become shielded and gain Movement Speed; Enemy units around her target are dealt magic damage.',	'No Cost',	0
5,	43,	'Gathering Fire',	'Reduces Mantra's cooldown each time Karma damages an enemy champion with one of her abilities (Half-effect for Karma's basic attacks)',	'',	'',	0
1,	30,	'Lay Waste',	'Karthus unleashes a delayed blast at a location, dealing damage to nearby enemies.',	'Creates a delayed blast at Karthus' cursor position.  After 0.5 seconds, deals 40/60/80/100/120 (+0.3) magic damage to each nearby enemy, this deals double damage if it hits only a single unit.',	'20/26/32/38/44 Mana',	875
2,	30,	'Wall of Pain',	'Karthus creates a passable screen of leeching energy.  Any enemy units that walk through the screen have their Movement Speed and Magic Resist reduced for a period.',	'Creates a wall at target location that lasts for 5 seconds. Enemies that pass through the wall have their Magic Resist reduced by 15% and Movement Speed reduced by 40/50/60/70/80% for 5 seconds (their Movement Speed gradually recovers over the duration).',	'100 Mana',	1000
3,	30,	'Defile',	'Karthus passively steals energy from his victims, gaining Mana on each kill.  Alternatively, Karthus can surround himself in the souls of his prey, dealing damage to nearby enemies, but quickly draining his own mana.  ',	'Toggle Off: When Karthus kills a unit, he restores 20/27/34/41/48 Mana.Toggle On: Drains 30/42/54/66/78 Mana to deal 30/50/70/90/110 (+0.25) magic damage to nearby enemies each second. ',	'30/42/54/66/78 Mana Per Second ',	550
4,	30,	'Requiem',	'After channeling for 3 seconds, Karthus deals damage to all enemy champions.',	'After channeling for 3 seconds, Karthus deals 250/400/550 (+0.6) magic damage to all enemy champions (regardless of distance). ',	'150/175/200 Mana',	0
5,	30,	'Death Defied',	'Upon dying, Karthus enters a spirit form allowing him to continue casting spells while dead for 7 seconds.',	'',	'',	0
1,	38,	'Null Sphere',	'Kassadin fires an ethereal bolt of void energy, dealing damage and silencing the target for a duration.',	'Kassadin fires a void bolt, dealing 80/130/180/230/280 (+0.7) magic damage and silencing the target for 1/1.4/1.8/2.2/2.6 second(s).',	'70/80/90/100/110 Mana',	650
2,	38,	'Nether Blade',	'Passive: Kassadin's basic attacks restore Mana. The Mana restored is tripled against enemy champions. Active: Kassadin's basic attacks deal additional magic damage.',	'Passive: Kassadin's basic attacks draw energy from the void, restoring 8/11/14/17/20 Mana each hit. If the target is an enemy champion, the Mana restored is tripled to 24/33/42/51/60.Active: Kassadin charges his nether blade for 5 seconds causing his basic attacks to deal an additional 30/45/60/75/90 (+0.3) magic damage.',	'25 Mana',	0
3,	38,	'Force Pulse',	'Kassadin draws energy from spells cast in his vicinity. Upon charging up, Kassadin can use Force Pulse to damage and slow enemies in a cone in front of him.',	'Kassadin draws energy from spells cast in his vicinity, gaining a charge whenever a spell is cast near him. Upon reaching 6 charges, Kassadin can use Force Pulse to deal 80/130/180/230/280 (+0.7) magic damage and slow enemies by 30/35/40/45/50% for 3 seconds in a cone in front of him.',	'80 Mana',	400
4,	38,	'Riftwalk',	'Kassadin teleports to a nearby location dealing damage to nearby enemy units. Additionally, multiple Riftwalks in a short period of time cause them to cost additional Mana and deal additional damage.',	'Kassadin teleports to a nearby location dealing 60/70/80 (+0.8) magic damage to surrounding enemy units. Additionally, each subsequent Riftwalk within the next 8 seconds costs 100 additional Mana and deals 60/70/80 additional damage, stacks up to 10 times.',	'100 Mana',	700
5,	38,	'Void Stone',	'Kassadin takes 15% reduced magic damage and transforms this damage into bonus attack speed.',	'',	'',	0
1,	55,	'Bouncing Blades',	'Katarina throws a dagger that bounces from enemy to enemy, dealing magic damage and marking them. Her next spell or basic attack against a marked target will consume the mark and deal additional magic damage.',	'Throws a dagger dealing 60/85/110/135/160 (+0.45) magic damage. The dagger bounces to the 4 closest enemies dealing 10% less damage with each bounce.Enemies hit are marked for 4 seconds. Katarina's basic attacks or spells will consume the mark dealing 15/30/45/60/75 (+0.15) additional magic damage.',	'No Cost',	675
2,	55,	'Sinister Steel',	'Katarina whirls her daggers around her, dealing magic damage to all enemies in the area. If she hits an enemy Champion, Katarina gains a burst of speed for a short duration.',	'Whirls daggers in a circle dealing 40/75/110/145/180 (+0.6) (+0.25) magic damage. If she hits an enemy Champion, Katarina gains 15/20/25/30/35% movement speed for 1 second.',	'No Cost',	400
3,	55,	'Shunpo',	'Katarina instantly moves to her target's location and takes reduced damage from enemies for a few seconds. If the target is an enemy, she deals damage.',	'Moves to a target's location. Deals 60/85/110/135/160 (+0.4) magic damage if the target is an enemy.After using Shunpo, Katarina takes 15% reduced damage for 1.5 seconds.',	'No Cost',	700
4,	55,	'Death Lotus',	'Katarina becomes a flurry of blades, throwing daggers with unrivaled speed at up to three nearby Champions. Daggers deal magic damage and reduce incoming healing on targets hit.',	'Becomes a flurry of blades, throwing daggers at the closest 3 enemy Champions dealing 400/500/600 (+3) (+2) magic damage over 2 seconds.Daggers apply Grievous Wounds, reducing incoming healing by 50% for 3 seconds.',	'No Cost',	550
5,	55,	'Voracity',	'Champion kills or assists reduce Katarina's cooldowns by 15 seconds.',	'',	'',	0
1,	10,	'Reckoning',	'Blasts an enemy unit with angelic force, dealing damage, slowing Movement Speed, and applying Holy Fervor.',	'Blasts a target, dealing 60/110/160/210/260 (+1.0) (+1) magic damage, slowing their Movement Speed by 35/40/45/50/55% for 3 seconds, and applying a stack of Holy Fervor.',	'70/75/80/85/90 Mana',	650
2,	10,	'Divine Blessing',	'Blesses a target friendly champion, granting them increased movement speed and healing them.',	'Blesses an allied champion, increasing their Movement Speed by 18/21/24/27/30% for 3 seconds and healing them for 60/105/150/195/240 (+0.35) health.',	'60/70/80/90/100 Mana',	900
3,	10,	'Righteous Fury',	'Ignites Kayle's sword with a holy flame, granting Kayle a ranged splash attack and bonus magic damage.',	'Kayle increases her Attack Range by 400 for 10 seconds and her basic attack deals an additional 20/30/40/50/60 (+0.4) magic damage on hit.In addition, enemies near her target take 20/25/30/35/40% of her Attack Damage plus 20/30/40/50/60 (+0.4) magic damage on attack.',	'45 Mana',	0
4,	10,	'Intervention',	'Shields Kayle or an ally for a short time, causing them to be immune to damage.',	'Bathes Kayle's target in a holy light, rendering them immune to all damage for 2/2.5/3 seconds.',	'100/75/50 Mana',	900
5,	10,	'Holy Fervor',	'When Kayle attacks a champion, the target loses 3% Armor and Magic Resistance for 5 seconds. This effect stacks up to 5 times.',	'',	'',	0
1,	85,	'Thundering Shuriken',	'Kennen throws a fast moving shuriken towards a location, causing damage and adding a Mark of the Storm to any opponent that it hits.',	'Throws a shuriken that damages the first enemy it hits for 75/115/155/195/235 (+0.75) magic damage and adds a Mark of the Storm.',	'65/60/55/50/45 Energy',	950
2,	85,	'Electrical Surge',	'Kennen passively deals extra damage and adds a Mark of the Storm to his target every few attacks, and he can activate this ability to damage and add another Mark of the Storm to targets who are already marked.',	'Passive: Every 5 attacks, Kennen deals magic damage equal to 40/50/60/70/80% of his attack damage and adds a Mark of the Storm to his target.Active: Surges electricity through all nearby targets afflicted by Mark of the Storm, dealing 65/95/125/155/185 (+0.55) magic damage and adding another mark.',	'45 Energy',	900
3,	85,	'Lightning Rush',	'Kennen morphs into a lightning form, enabling him to pass through units.  Any enemy unit he runs through takes damage and gets a Mark of the Storm.',	'Kennen moves very fast and may pass through units, dealing 85/125/165/205/245 (+0.6) magic damage and adding a Mark of the Storm to any enemy he passes through. Additionally, Kennen will gain 10/20/30/40/50 Armor and Magic Resist for 4 seconds. Kennen is refunded 40 Energy if he passes through an enemy, but can only gain this effect once.  Lightning Rush deals half damage to minions.',	'100/95/90/85/80 Energy',	0
4,	85,	'Slicing Maelstrom',	'Kennen summons a storm that strikes at random nearby enemy champions for magical damage.',	'Summons a magical storm that deals 80/145/210 (+0.4) magic damage and applies a Mark of the Storm to a random enemy champion near Kennen every 0.5/0.4/0.33 seconds.  This storm attacks up to 6/10/15 times and cannot hit the same target more than 3 times.',	' Energy',	0
5,	85,	'Mark of the Storm',	'Kennen's abilities add Marks of the Storm to opponents.  Upon receiving 3 Marks of Storm, an opponent is stunned and Kennen receives 25 Energy.  Has a diminished effect if done twice within 7 seconds.',	'',	'',	0
1,	121,	'Taste Their Fear',	'Kha'Zix passively marks enemies that are isolated from nearby allies. Taste Their Fear deals physical damage to a single target. Damage increased on isolated targets. If he chooses to Evolve Enlarged Claws, damage to isolated targets increases dramatically. Kha'Zix also gains increased range on his basic attacks and Taste Their Fear.',	'Passive: Marks enemies who are isolated from nearby allies.Active: Deals 70/100/130/160/190 (+1.5) physical damage. If the target is isolated, the amount is increased to 100/145/190/235/280 (+2).Evolved Enlarged Claws: Increases damage to isolated enemies by 12% of their missing health (max 200 vs. monsters). Increases the range of Taste Their Fear and Kha'Zix's basic attacks by 50.',	'25 Mana',	325
2,	121,	'Void Spike',	'Kha'Zix fires exploding spikes that deal physical damage to all nearby enemies. Kha'Zix is healed if he is also within the explosion radius. If he chooses to Evolve Spike Racks, Void Spike fires three spikes in a cone. This effect consumes Unseen Threat to slow and damage all enemies struck.',	'Fires exploding spikes, dealing 75/115/155/195/235 (+0.9) physical damage to all nearby enemies. Heals Kha'Zix for 40/70/100/130/160 (+0.5) if he is within the explosion radius.Evolved Spike Racks: Void Spike fires three spikes in a cone. Consumes Unseen Threat to slow and damage all enemies struck.',	'60/70/80/90/100 Mana',	1000
3,	121,	'Leap',	'Kha'Zix leaps to an area, dealing physical damage upon landing. If he chooses to Evolve Wings, Leap's range increases dramatically. Also, on champion kill or assist, Leap's cooldown resets.',	'Leaps to a target area, dealing 65/100/135/170/205 (+0.8) physical damage.Evolved Wings: Increases Leap's range. On champion kill or assist, Leap's cooldown resets.',	'50 Mana',	600
4,	121,	'Void Assault',	'Each rank allows Kha'Zix to evolve one of his abilities, giving it a unique additional effect. When activated, Void Assault stealths Kha'Zix, triggers Unseen Threat, and increases Movement Speed. If he chooses to Evolve Active Camouflage, Void Assault can be cast three times and Kha'Zix takes reduced damage while in stealth.',	'Passive: Ranking up Void Assault allows Kha'Zix to evolve one of his abilities.Active: Stealths for 1 second. Activates Unseen Threat and increases Kha'Zix's Movement Speed by 40%. Void Assault can be cast a second time within 10 seconds.Evolved Active Camouflage: Void Assault can be cast three times. Kha'Zix takes 40% reduced damage while in stealth.',	'100 Mana',	0
5,	121,	'Unseen Threat',	'When Kha'Zix is not visible to the enemy team, he gains Unseen Threat, causing his next basic attack against an enemy Champion to deal bonus magic damage and slow.',	'',	'',	0
1,	96,	'Caustic Spittle',	'Passive: Increases Kog'Maw's Attack Speed. Active: Kog'Maw launches a corrosive projectile which deals magic damage and corrodes the target's Armor and Magic Resist for 4 seconds.',	'Passive: Increases Attack Speed by 10/15/20/25/30%.Active: Deals 60/110/160/210/260 (+0.7) magic damage and reduces the enemy's Armor and Magic Resist by 5/10/15/20/25 for 4 seconds.',	'60 Mana',	625
2,	96,	'Bio-Arcane Barrage',	'Kog'Maw's attacks gain range and deal a percent of the target's maximum health as magic damage. ',	'Basic attacks gain 130/150/170/190/210 range and deal additional magic damage equal to 2/3/4/5/6% (+0.01)% of the enemy's maximum Health (Max: 100 Damage vs Monsters).  Lasts 8 seconds.',	'50 Mana',	0
3,	96,	'Void Ooze',	'Kog'Maw launches a peculiar ooze which damages all enemies it passes through and leaves a trail which slows enemies who stand on it.',	'Deals 60/110/160/210/260 (+0.7) magic damage to enemies it passes through and leaves a trail which slows enemies by 20/28/36/44/52% for 4 seconds.',	'80/90/100/110/120 Mana',	1200
4,	96,	'Living Artillery',	'Kog'Maw fires a living artillery shell at a great distance dealing damage and revealing targets.  Additionally, multiple Living Artilleries in a short period of time cause them to cost additional mana.',	'Fires a living artillery shot from a great distance that lands shortly after launch. Deals 80/120/160 (+0.5) (+0.3) magic damage and reveals enemies for 4 seconds (deals 125% bonus damage to Champions).Subsequent artillery shots within 6 seconds cost 40 additional Mana up to a maximum of 400 Mana.',	'40 Mana',	1200
5,	96,	'Icathian Surprise',	'Upon dying, Kog'Maw starts a chain reaction in his body which causes him to move faster and detonate after 4 seconds; dealing 100 + (25 x lvl) true damage to surrounding enemies.',	'',	'',	0
1,	7,	'Sigil of Silence',	'LeBlanc projects an orb towards her target, dealing magic damage and marking the target for 3.5 seconds. If the target takes damage from one of LeBlanc's abilities, the sigil will trigger, dealing damage and silencing the target.',	'LeBlanc projects an orb towards her target, dealing 70/110/150/190/230 (+0.6) magic damage and marking the target for 3.5 seconds.If the target takes damage from one of LeBlanc's abilities, the mark will trigger, dealing 20/40/60/80/100 (+0.3) magic damage and silencing the target for 2 seconds.',	'70/75/80/85/90 Mana',	700
2,	7,	'Distortion',	'LeBlanc rapidly moves to a target location, dealing magic damage to nearby units. In the following 3 seconds, she can activate Distortion again to return to her starting location.',	'LeBlanc rapidly moves to a target location, dealing 85/125/165/205/245 (+0.6) magic damage to nearby units. In the following 3 seconds, she can activate Distortion again to return to her starting location.',	'80/85/90/95/100 Mana',	600
